transaction_id,user_id,timestamp,amount,transaction_type,device_id,ip_address,affiliate_id,country,merchant_category,device_used,profit
tx_000138,user_legit_001,2024-02-06T13:30:00.000Z,922.78,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-34.49
tx_000139,user_legit_001,2024-02-06T14:00:00.000Z,332.25,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,52.86
tx_000140,user_legit_001,2024-02-06T14:30:00.000Z,602.75,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-11.95
tx_000141,user_legit_001,2024-02-06T15:00:00.000Z,388.02,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-46.50
tx_000142,user_legit_001,2024-02-06T15:30:00.000Z,378.53,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,2.99
tx_000143,user_legit_001,2024-02-06T16:00:00.000Z,609.62,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-25.74
tx_000144,user_legit_001,2024-02-06T16:30:00.000Z,969.86,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-26.33
tx_000145,user_legit_001,2024-02-07T05:00:00.000Z,523.27,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-23.54
tx_000146,user_legit_001,2024-02-07T05:30:00.000Z,389.70,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,16.86
tx_000147,user_legit_001,2024-02-07T06:00:00.000Z,629.95,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,99.57
tx_000148,user_legit_001,2024-02-07T06:30:00.000Z,693.96,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,1.65
tx_000149,user_legit_001,2024-02-07T07:00:00.000Z,473.63,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-7.88
tx_000150,user_legit_001,2024-02-07T07:30:00.000Z,623.69,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,7.25
tx_000151,user_legit_001,2024-02-07T08:00:00.000Z,168.11,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-24.94
tx_000152,user_legit_001,2024-02-07T08:30:00.000Z,808.73,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,86.02
tx_000153,user_legit_001,2024-02-07T09:00:00.000Z,749.54,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,73.85
tx_000154,user_legit_001,2024-02-07T09:30:00.000Z,230.28,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,21.61
tx_000155,user_legit_001,2024-02-07T10:00:00.000Z,779.58,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,42.30
tx_000156,user_legit_001,2024-02-07T10:30:00.000Z,913.26,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,85.51
tx_000157,user_legit_001,2024-02-07T11:00:00.000Z,905.74,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,31.02
tx_000158,user_legit_001,2024-02-07T11:30:00.000Z,635.51,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,69.83
tx_000159,user_legit_001,2024-02-07T12:00:00.000Z,625.91,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-30.25
tx_000160,user_legit_001,2024-02-07T12:30:00.000Z,776.79,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,50.10
tx_000161,user_legit_001,2024-02-07T13:00:00.000Z,838.74,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,31.10
tx_000162,user_legit_001,2024-02-07T13:30:00.000Z,229.16,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,76.54
tx_000163,user_legit_001,2024-02-07T14:00:00.000Z,760.30,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-11.95
tx_000164,user_legit_001,2024-02-07T14:30:00.000Z,730.70,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-32.42
tx_000165,user_legit_001,2024-02-08T03:00:00.000Z,739.53,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,84.50
tx_000166,user_legit_001,2024-02-08T03:30:00.000Z,134.46,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-5.17
tx_000167,user_legit_001,2024-02-08T04:00:00.000Z,287.14,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,63.16
tx_000168,user_legit_001,2024-02-08T04:30:00.000Z,682.81,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,9.31
tx_000169,user_legit_001,2024-02-08T05:00:00.000Z,704.13,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-5.21
tx_000170,user_legit_001,2024-02-08T05:30:00.000Z,588.46,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,81.22
tx_000171,user_legit_001,2024-02-08T06:00:00.000Z,844.22,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-32.31
tx_000172,user_legit_001,2024-02-08T06:30:00.000Z,378.77,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,7.33
tx_000173,user_legit_001,2024-02-08T07:00:00.000Z,831.20,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,64.73
tx_000174,user_legit_001,2024-02-08T07:30:00.000Z,630.54,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-38.52
tx_000175,user_legit_001,2024-02-08T08:00:00.000Z,466.82,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,59.95
tx_000176,user_legit_001,2024-02-08T08:30:00.000Z,797.97,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,1.27
tx_000177,user_legit_001,2024-02-08T09:00:00.000Z,579.20,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-28.93
tx_000178,user_legit_001,2024-02-08T09:30:00.000Z,135.31,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,18.86
tx_000179,user_legit_001,2024-02-08T10:00:00.000Z,947.11,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,-10.03
tx_000180,user_legit_001,2024-02-08T10:30:00.000Z,993.31,trade,dev_legit_stable,192.168.1.100,aff_004,US,bank_transfer,desktop,64.10
